"sex","age","race","education","state","division","region","ideology","party.id","vote.2008","obama","romney","other","state.last.vote.share"
"male","18-29","black","college graduate","NY","MA","NE","conservative","republican","republican",0,1,0,0.6358
"male","30-44","hispanic","some college","IL","ENC","MW","liberal","independent/other","democrat",1,0,0,0.6273
"female","18-29","white","college graduate","VA","SA","S","moderate","republican","republican",0,1,0,0.5318
"male","65+","white","high school graduate","DC","MA","S","moderate","republican","democrat",1,0,0,0.934
"male","18-29","white","some college","SC","SA","S","liberal","republican","did not vote in 2008",0,0,1,0.4546
"male","18-29","hispanic","high school graduate","IL","ENC","MW","conservative","independent/other","democrat",1,0,0,0.6273
"male","18-29","hispanic","some college","NY","MA","NE","moderate","republican","republican",0,1,0,0.6358
"male","18-29","hispanic","high school graduate","DE","MA","S","moderate","independent/other","did not vote in 2008",0,0,1,0.6264
"male","45-64","other","some college","NY","MA","NE","moderate","republican","republican",0,1,0,0.6358
"male","30-44","white","some college","NC","SA","S","liberal","independent/other","republican",0,1,0,0.5017
"male","30-44","other","some college","ND","WNC","MW","conservative","democrat","democrat",1,0,0,0.4557
"male","30-44","white","less than high school","IN","ENC","MW","conservative","democrat","democrat",0,1,0,0.5052
"male","65+","hispanic","college graduate","MA","NE","NE","moderate","republican","democrat",1,0,0,0.632
"male","18-29","other","less than high school","AZ","M","W","moderate","republican","democrat",1,0,0,0.4569
"male","18-29","hispanic","college graduate","GA","SA","S","conservative","independent/other","democrat",1,0,0,0.4737
"male","18-29","black","high school graduate","DC","MA","S","moderate","independent/other","democrat",1,0,0,0.934
"male","45-64","white","less than high school","WV","SA","S","moderate","democrat","democrat",1,0,0,0.4333
"female","45-64","black","high school graduate","TX","WSC","S","moderate","democrat","did not vote in 2008",1,0,0,0.4406
"male","30-44","white","some college","CT","NE","NE","moderate","democrat","did not vote in 2008",0,0,1,0.6132
"male","30-44","white","high school graduate","OK","WSC","S","conservative","independent/other","republican",0,1,0,0.3435
"male","18-29","black","some college","TX","WSC","S","moderate","republican","did not vote in 2008",1,0,0,0.4406
"male","18-29","other","high school graduate","SC","SA","S","conservative","republican","did not vote in 2008",0,1,0,0.4546
"male","45-64","hispanic","college graduate","HI","P","W","conservative","independent/other","democrat",0,0,1,0.7299
"male","18-29","other","some college","MN","WNC","MW","liberal","independent/other","democrat",0,0,1,0.5523
"male","18-29","hispanic","high school graduate","OH","ENC","MW","moderate","republican","did not vote in 2008",0,1,0,0.5233
"male","65+","hispanic","college graduate","OH","ENC","MW","moderate","independent/other","did not vote in 2008",0,0,1,0.5233
"female","18-29","white","less than high school","NC","SA","S","liberal","democrat","democrat",1,0,0,0.5017
"male","18-29","hispanic","high school graduate","AR","WSC","S","conservative","republican","republican",0,1,0,0.3983
"male","30-44","white","less than high school","NM","M","W","moderate","republican","democrat",1,0,0,0.5766
"male","18-29","white","less than high school","OH","ENC","MW","moderate","republican","democrat",0,1,0,0.5233
"female","65+","hispanic","college graduate","DC","MA","S","liberal","democrat","democrat",1,0,0,0.934
"male","18-29","white","less than high school","WA","P","W","moderate","republican","democrat",0,0,1,0.5875
"male","18-29","black","less than high school","SC","SA","S","conservative","republican","democrat",1,0,0,0.4546
"male","30-44","white","college graduate","OK","WSC","S","liberal","independent/other","did not vote in 2008",1,0,0,0.3435
"female","18-29","white","some college","IL","ENC","MW","moderate","democrat","democrat",1,0,0,0.6273
"male","30-44","white","high school graduate","NM","M","W","moderate","independent/other","republican",0,1,0,0.5766
"male","30-44","hispanic","college graduate","CA","P","W","liberal","independent/other","did not vote in 2008",1,0,0,0.6228
"male","18-29","white","high school graduate","ID","M","W","moderate","democrat","did not vote in 2008",1,0,0,0.3698
"male","18-29","black","high school graduate","IL","ENC","MW","liberal","democrat","democrat",3,0,0,0.6273
"female","18-29","hispanic","less than high school","CA","P","W","liberal","democrat","democrat",1,0,0,0.6228
"male","45-64","white","college graduate","OK","WSC","S","liberal","independent/other","democrat",1,0,0,0.3435
"male","18-29","black","high school graduate","CA","P","W","conservative","independent/other","democrat",1,0,0,0.6228
"male","18-29","hispanic","less than high school","WA","P","W","liberal","democrat","democrat",1,0,0,0.5875
"male","18-29","white","some college","WV","SA","S","moderate","democrat","other",0,0,1,0.4333
"male","30-44","black","college graduate","WA","P","W","moderate","independent/other","did not vote in 2008",0,1,0,0.5875
"male","18-29","black","high school graduate","DC","MA","S","moderate","republican","did not vote in 2008",1,0,0,0.934
"female","18-29","white","college graduate","IL","ENC","MW","moderate","democrat","republican",0,1,0,0.6273
"male","65+","hispanic","college graduate","NY","MA","NE","moderate","democrat","democrat",1,0,0,0.6358
"male","18-29","white","some college","AL","ESC","S","conservative","independent/other","democrat",1,0,0,0.3911
"male","45-64","white","some college","VT","NE","NE","conservative","independent/other","did not vote in 2008",0,1,0,0.689
"male","18-29","black","some college","CA","P","W","moderate","republican","democrat",2,0,0,0.6228
"female","30-44","white","college graduate","NY","MA","NE","conservative","republican","did not vote in 2008",0,1,0,0.6358
"male","18-29","hispanic","college graduate","CA","P","W","moderate","independent/other","did not vote in 2008",0,0,1,0.6228
"male","30-44","white","college graduate","MT","M","W","conservative","independent/other","republican",0,1,0,0.4877
"male","18-29","hispanic","some college","CT","NE","NE","moderate","democrat","did not vote in 2008",1,0,0,0.6132
"female","18-29","white","less than high school","TX","WSC","S","liberal","democrat","democrat",1,0,0,0.4406
"male","18-29","hispanic","some college","AZ","M","W","moderate","republican","did not vote in 2008",0,1,0,0.4569
"female","30-44","black","less than high school","NY","MA","NE","moderate","democrat","democrat",1,0,0,0.6358
"male","18-29","white","college graduate","IL","ENC","MW","liberal","republican","republican",0,2,0,0.6273
"female","30-44","black","college graduate","IL","ENC","MW","moderate","democrat","democrat",1,0,0,0.6273
"male","18-29","white","college graduate","IA","WNC","MW","conservative","republican","democrat",0,2,0,0.5485
"male","65+","white","high school graduate","OR","P","W","liberal","democrat","democrat",1,0,0,0.5841
"male","18-29","white","less than high school","MO","WNC","MW","conservative","democrat","did not vote in 2008",0,1,0,0.4993
"male","18-29","hispanic","high school graduate","ME","NE","NE","moderate","independent/other","did not vote in 2008",1,0,0,0.5883
"male","30-44","white","college graduate","WA","P","W","liberal","independent/other","did not vote in 2008",0,0,1,0.5875
"male","18-29","white","some college","MN","WNC","MW","liberal","republican","did not vote in 2008",0,1,0,0.5523
"male","18-29","white","high school graduate","VT","NE","NE","moderate","democrat","democrat",1,0,0,0.689
"male","18-29","black","less than high school","VA","SA","S","conservative","democrat","democrat",1,0,0,0.5318
"male","18-29","white","college graduate","MO","WNC","MW","liberal","independent/other","did not vote in 2008",1,0,0,0.4993
"male","18-29","white","college graduate","WI","ENC","MW","moderate","republican","did not vote in 2008",0,0,1,0.5706
"male","18-29","other","some college","WA","P","W","moderate","republican","republican",0,1,0,0.5875
"male","30-44","white","high school graduate","TN","ESC","S","moderate","republican","democrat",1,0,0,0.4237
"male","30-44","hispanic","high school graduate","WA","P","W","moderate","democrat","democrat",1,0,0,0.5875
"male","65+","hispanic","high school graduate","CA","P","W","moderate","republican","democrat",1,0,0,0.6228
"male","18-29","hispanic","some college","WA","P","W","moderate","republican","democrat",1,0,0,0.5875
"male","18-29","other","college graduate","TN","ESC","S","liberal","independent/other","democrat",1,0,0,0.4237
"male","18-29","other","high school graduate","AZ","M","W","moderate","independent/other","republican",0,1,1,0.4569
"female","65+","hispanic","high school graduate","CA","P","W","conservative","democrat","did not vote in 2008",1,0,0,0.6228
"male","18-29","hispanic","less than high school","WA","P","W","moderate","independent/other","democrat",1,0,0,0.5875
"male","18-29","white","less than high school","NJ","MA","NE","moderate","republican","democrat",0,1,0,0.5786
"male","18-29","hispanic","high school graduate","AL","ESC","S","conservative","republican","did not vote in 2008",0,1,0,0.3911
"male","18-29","hispanic","some college","OH","ENC","MW","moderate","independent/other","did not vote in 2008",1,0,0,0.5233
"male","30-44","hispanic","high school graduate","AK","P","W","moderate","independent/other","democrat",1,0,0,0.3894
"male","18-29","other","college graduate","DC","MA","S","liberal","democrat","democrat",1,0,0,0.934
"female","18-29","black","college graduate","IN","ENC","MW","moderate","democrat","democrat",2,0,0,0.5052
"male","18-29","white","some college","KS","WNC","MW","liberal","republican","republican",0,1,0,0.4239
"male","30-44","other","less than high school","TX","WSC","S","liberal","democrat","democrat",1,0,0,0.4406
"male","30-44","hispanic","some college","LA","WSC","S","moderate","democrat","democrat",1,0,0,0.4054
"male","45-64","other","high school graduate","FL","SA","S","liberal","independent/other","democrat",1,0,0,0.5142
"female","30-44","other","high school graduate","MA","NE","NE","moderate","democrat","democrat",1,0,0,0.632
"male","18-29","hispanic","some college","TX","WSC","S","conservative","democrat","democrat",1,0,0,0.4406
"female","18-29","hispanic","some college","PA","MA","NE","liberal","democrat","democrat",1,0,0,0.5523
"male","18-29","hispanic","high school graduate","MI","ENC","MW","moderate","democrat","democrat",1,0,0,0.5837
"male","18-29","white","some college","GA","SA","S","conservative","democrat","did not vote in 2008",1,0,0,0.4737
"female","18-29","white","high school graduate","WI","ENC","MW","moderate","independent/other","did not vote in 2008",1,0,0,0.5706
"male","45-64","white","some college","NJ","MA","NE","conservative","republican","did not vote in 2008",0,1,0,0.5786
"male","45-64","black","some college","NY","MA","NE","moderate","independent/other","democrat",2,0,0,0.6358
"male","30-44","black","some college","TN","ESC","S","moderate","republican","democrat",1,0,0,0.4237
"male","65+","black","college graduate","MD","MA","S","liberal","independent/other","republican",0,1,0,0.6293
"male","30-44","white","high school graduate","NY","MA","NE","liberal","republican","republican",0,1,0,0.6358
"male","30-44","black","high school graduate","DC","MA","S","moderate","independent/other","democrat",1,0,0,0.934
"male","18-29","hispanic","some college","NY","MA","NE","moderate","democrat","republican",1,0,0,0.6358
"male","65+","hispanic","high school graduate","TX","WSC","S","liberal","republican","democrat",1,0,0,0.4406
"male","30-44","white","some college","AR","WSC","S","liberal","independent/other","other",0,0,1,0.3983
"male","30-44","white","high school graduate","DC","MA","S","moderate","republican","republican",0,1,0,0.934
"male","45-64","other","college graduate","AZ","M","W","conservative","republican","did not vote in 2008",1,1,0,0.4569
"male","30-44","white","some college","KS","WNC","MW","conservative","republican","did not vote in 2008",0,1,0,0.4239
"male","65+","hispanic","high school graduate","TX","WSC","S","moderate","independent/other","democrat",1,0,0,0.4406
"male","18-29","hispanic","some college","TX","WSC","S","conservative","democrat","did not vote in 2008",2,0,0,0.4406
"male","18-29","white","less than high school","NM","M","W","moderate","independent/other","other",0,0,1,0.5766
"male","18-29","white","college graduate","TN","ESC","S","moderate","democrat","did not vote in 2008",1,0,0,0.4237
"male","30-44","black","some college","UT","M","W","conservative","republican","republican",0,1,0,0.3547
"male","18-29","black","some college","LA","WSC","S","moderate","independent/other","did not vote in 2008",1,0,0,0.4054
"male","30-44","other","high school graduate","MD","MA","S","conservative","independent/other","republican",0,1,0,0.6293
"male","65+","hispanic","college graduate","CA","P","W","moderate","independent/other","did not vote in 2008",0,0,1,0.6228
"female","30-44","black","some college","TX","WSC","S","liberal","democrat","democrat",1,0,0,0.4406
"female","18-29","hispanic","high school graduate","CA","P","W","liberal","independent/other","democrat",1,0,0,0.6228
"male","18-29","other","high school graduate","OK","WSC","S","liberal","republican","democrat",1,0,0,0.3435
"male","18-29","white","high school graduate","CA","P","W","moderate","democrat","republican",0,1,0,0.6228
"male","30-44","other","some college","TX","WSC","S","moderate","democrat","did not vote in 2008",1,0,0,0.4406
"male","30-44","other","less than high school","CA","P","W","conservative","independent/other","other",0,0,1,0.6228
"male","45-64","white","high school graduate","TX","WSC","S","conservative","independent/other","did not vote in 2008",0,1,0,0.4406
"female","30-44","black","some college","MI","ENC","MW","moderate","independent/other","democrat",1,0,0,0.5837
"male","18-29","hispanic","high school graduate","LA","WSC","S","moderate","democrat","democrat",2,0,0,0.4054
"male","18-29","other","high school graduate","CA","P","W","conservative","republican","did not vote in 2008",0,0,1,0.6228
"male","30-44","white","college graduate","OK","WSC","S","conservative","independent/other","democrat",1,0,0,0.3435
"male","18-29","black","less than high school","NC","SA","S","moderate","republican","did not vote in 2008",1,0,0,0.5017
"male","18-29","white","college graduate","NY","MA","NE","liberal","republican","democrat",1,1,0,0.6358
"male","18-29","white","college graduate","MA","NE","NE","moderate","democrat","republican",1,0,0,0.632
"male","18-29","white","less than high school","DC","MA","S","liberal","republican","did not vote in 2008",0,2,0,0.934
"male","30-44","black","less than high school","MD","MA","S","liberal","democrat","democrat",1,0,0,0.6293
"female","30-44","black","college graduate","MO","WNC","MW","moderate","democrat","democrat",1,0,0,0.4993
"male","18-29","white","less than high school","NH","NE","NE","liberal","democrat","did not vote in 2008",1,0,0,0.5487
"male","18-29","other","high school graduate","UT","M","W","moderate","democrat","did not vote in 2008",0,0,1,0.3547
"male","30-44","black","high school graduate","DC","MA","S","moderate","democrat","democrat",1,0,0,0.934
"male","45-64","white","college graduate","AL","ESC","S","moderate","independent/other","democrat",1,0,0,0.3911
"male","30-44","black","college graduate","CO","M","W","moderate","independent/other","democrat",1,0,0,0.5455
"male","18-29","hispanic","less than high school","KY","ESC","S","moderate","democrat","did not vote in 2008",1,0,0,0.4177
"female","65+","black","less than high school","HI","P","W","moderate","democrat","democrat",1,0,0,0.7299
"male","65+","white","some college","SC","SA","S","moderate","republican","republican",0,1,0,0.4546
"female","18-29","white","high school graduate","MN","WNC","MW","conservative","republican","did not vote in 2008",0,1,0,0.5523
"male","30-44","other","high school graduate","MN","WNC","MW","liberal","democrat","did not vote in 2008",1,0,0,0.5523
"male","30-44","white","high school graduate","OR","P","W","liberal","independent/other","other",0,0,1,0.5841
"male","18-29","hispanic","less than high school","MA","NE","NE","moderate","republican","did not vote in 2008",1,0,0,0.632
"male","18-29","black","high school graduate","AL","ESC","S","liberal","independent/other","did not vote in 2008",1,0,0,0.3911
"male","18-29","white","college graduate","AL","ESC","S","liberal","republican","republican",0,2,0,0.3911
"male","18-29","white","less than high school","IN","ENC","MW","liberal","democrat","democrat",1,0,0,0.5052
"male","18-29","white","college graduate","LA","WSC","S","conservative","independent/other","other",0,1,0,0.4054
"female","18-29","hispanic","less than high school","CA","P","W","moderate","democrat","did not vote in 2008",1,0,0,0.6228
"male","18-29","white","high school graduate","NM","M","W","moderate","republican","democrat",1,0,0,0.5766
"male","30-44","hispanic","some college","NY","MA","NE","conservative","democrat","democrat",1,0,0,0.6358
"male","18-29","white","less than high school","TN","ESC","S","moderate","republican","republican",0,1,0,0.4237
"male","18-29","hispanic","high school graduate","KY","ESC","S","moderate","democrat","did not vote in 2008",1,0,0,0.4177
"male","18-29","black","less than high school","OH","ENC","MW","conservative","democrat","democrat",1,0,0,0.5233
"male","18-29","white","some college","ME","NE","NE","moderate","independent/other","other",0,0,1,0.5883
"male","18-29","black","some college","TN","ESC","S","moderate","independent/other","did not vote in 2008",1,0,0,0.4237
"male","45-64","white","college graduate","CA","P","W","moderate","independent/other","did not vote in 2008",0,2,0,0.6228
"male","18-29","white","less than high school","KY","ESC","S","conservative","democrat","democrat",1,0,0,0.4177
"male","30-44","other","college graduate","NV","M","W","liberal","democrat","did not vote in 2008",0,1,0,0.5639
"male","18-29","white","college graduate","NH","NE","NE","liberal","republican","republican",0,1,0,0.5487
"male","18-29","white","high school graduate","RI","NE","NE","moderate","democrat","democrat",1,0,0,0.642
"male","18-29","other","college graduate","IL","ENC","MW","liberal","democrat","democrat",2,0,0,0.6273
"male","18-29","white","college graduate","MA","NE","NE","liberal","republican","republican",0,1,0,0.632
"male","45-64","hispanic","high school graduate","SC","SA","S","moderate","democrat","democrat",1,0,0,0.4546
"male","30-44","white","high school graduate","TN","ESC","S","conservative","independent/other","other",0,1,0,0.4237
"male","30-44","white","high school graduate","SD","WNC","MW","conservative","independent/other","did not vote in 2008",1,0,0,0.457
"male","30-44","white","some college","CT","NE","NE","liberal","democrat","did not vote in 2008",1,0,0,0.6132
"male","65+","white","high school graduate","CA","P","W","liberal","republican","democrat",0,1,0,0.6228
"male","18-29","black","some college","FL","SA","S","conservative","democrat","democrat",2,0,0,0.5142
"female","30-44","black","college graduate","MA","NE","NE","moderate","democrat","democrat",1,0,0,0.632
"male","18-29","hispanic","less than high school","NJ","MA","NE","moderate","republican","did not vote in 2008",0,1,0,0.5786
"male","30-44","white","high school graduate","OH","ENC","MW","moderate","republican","other",0,1,0,0.5233
"male","18-29","white","less than high school","RI","NE","NE","liberal","republican","did not vote in 2008",0,1,0,0.642
"male","65+","white","less than high school","KY","ESC","S","liberal","democrat","did not vote in 2008",1,0,0,0.4177
"female","45-64","white","college graduate","DE","MA","S","moderate","independent/other","democrat",1,0,0,0.6264
"female","65+","black","college graduate","LA","WSC","S","conservative","independent/other","other",0,0,1,0.4054
"male","18-29","white","some college","KS","WNC","MW","conservative","democrat","did not vote in 2008",1,0,0,0.4239
"male","18-29","other","some college","NC","SA","S","conservative","democrat","did not vote in 2008",1,0,0,0.5017
"male","18-29","white","college graduate","TN","ESC","S","conservative","independent/other","democrat",1,0,0,0.4237
"male","18-29","hispanic","high school graduate","CA","P","W","liberal","republican","republican",0,1,0,0.6228
"male","45-64","hispanic","high school graduate","TX","WSC","S","moderate","republican","republican",0,1,0,0.4406
"male","30-44","white","some college","DC","MA","S","liberal","democrat","democrat",1,0,0,0.934
"female","18-29","hispanic","high school graduate","AR","WSC","S","liberal","democrat","democrat",2,0,0,0.3983
"male","18-29","hispanic","less than high school","TX","WSC","S","conservative","democrat","republican",0,1,0,0.4406
"male","30-44","white","college graduate","TN","ESC","S","conservative","republican","other",0,1,0,0.4237
"male","18-29","hispanic","high school graduate","TX","WSC","S","moderate","democrat","other",0,0,1,0.4406
"male","18-29","hispanic","high school graduate","WA","P","W","conservative","democrat","democrat",1,0,0,0.5875
"male","30-44","black","some college","AZ","M","W","moderate","republican","democrat",1,1,0,0.4569
"male","30-44","white","college graduate","VA","SA","S","liberal","republican","republican",0,1,0,0.5318
"male","30-44","other","high school graduate","TX","WSC","S","moderate","democrat","did not vote in 2008",1,0,0,0.4406
"male","30-44","hispanic","less than high school","MI","ENC","MW","moderate","democrat","did not vote in 2008",1,0,0,0.5837
"male","18-29","black","less than high school","WA","P","W","conservative","democrat","democrat",1,0,0,0.5875
"male","18-29","other","high school graduate","GA","SA","S","conservative","independent/other","did not vote in 2008",0,1,0,0.4737
"female","18-29","black","high school graduate","GA","SA","S","liberal","democrat","did not vote in 2008",1,0,0,0.4737
"male","30-44","white","high school graduate","AL","ESC","S","moderate","republican","did not vote in 2008",0,1,0,0.3911
"male","18-29","white","college graduate","WV","SA","S","moderate","republican","republican",1,0,0,0.4333
"male","18-29","white","some college","HI","P","W","liberal","independent/other","democrat",1,0,0,0.7299
"male","18-29","white","high school graduate","RI","NE","NE","moderate","independent/other","did not vote in 2008",0,1,0,0.642
"female","18-29","white","college graduate","CT","NE","NE","moderate","democrat","democrat",1,0,0,0.6132
"male","30-44","other","less than high school","AZ","M","W","moderate","independent/other","democrat",1,1,0,0.4569
"female","30-44","white","less than high school","OH","ENC","MW","moderate","republican","republican",0,1,0,0.5233
"female","18-29","black","high school graduate","NY","MA","NE","moderate","democrat","democrat",1,0,0,0.6358
"male","65+","hispanic","less than high school","TX","WSC","S","conservative","democrat","democrat",1,0,0,0.4406
"male","18-29","hispanic","college graduate","NC","SA","S","liberal","independent/other","did not vote in 2008",1,0,0,0.5017
"male","18-29","white","high school graduate","IL","ENC","MW","conservative","democrat","democrat",2,0,0,0.6273
"male","30-44","white","some college","LA","WSC","S","moderate","republican","democrat",2,0,0,0.4054
"female","18-29","black","some college","MS","ESC","S","liberal","independent/other","democrat",1,0,0,0.4336
"female","18-29","white","college graduate","CT","NE","NE","liberal","democrat","democrat",1,0,0,0.6132
"male","18-29","white","less than high school","TN","ESC","S","conservative","democrat","did not vote in 2008",0,1,0,0.4237
"female","18-29","white","college graduate","MI","ENC","MW","conservative","independent/other","republican",0,1,0,0.5837
"male","18-29","other","some college","UT","M","W","moderate","independent/other","did not vote in 2008",1,0,0,0.3547
"male","18-29","hispanic","less than high school","PA","MA","NE","conservative","independent/other","did not vote in 2008",1,0,0,0.5523
"male","18-29","white","some college","KY","ESC","S","moderate","democrat","republican",2,0,0,0.4177
"male","45-64","hispanic","some college","WA","P","W","moderate","independent/other","democrat",1,0,0,0.5875
"male","30-44","white","high school graduate","MI","ENC","MW","liberal","democrat","did not vote in 2008",1,0,0,0.5837
"male","18-29","white","some college","HI","P","W","moderate","democrat","did not vote in 2008",1,0,0,0.7299
"male","18-29","other","college graduate","TX","WSC","S","moderate","independent/other","republican",1,1,1,0.4406
"male","18-29","other","high school graduate","OR","P","W","liberal","independent/other","republican",1,0,0,0.5841
"female","30-44","white","some college","MN","WNC","MW","liberal","independent/other","democrat",1,0,0,0.5523
"male","30-44","white","less than high school","WY","M","W","moderate","independent/other","democrat",0,1,0,0.3344
"male","18-29","hispanic","high school graduate","RI","NE","NE","conservative","independent/other","did not vote in 2008",0,1,0,0.642
"male","18-29","other","some college","IL","ENC","MW","moderate","democrat","democrat",1,0,0,0.6273
"male","18-29","hispanic","high school graduate","MA","NE","NE","liberal","independent/other","did not vote in 2008",1,0,0,0.632
"male","30-44","other","less than high school","IL","ENC","MW","moderate","independent/other","democrat",1,0,0,0.6273
"female","45-64","white","some college","ID","M","W","conservative","republican","republican",0,1,0,0.3698
"male","18-29","other","some college","NH","NE","NE","conservative","independent/other","democrat",1,0,0,0.5487
"male","30-44","white","some college","TX","WSC","S","liberal","republican","democrat",1,0,0,0.4406
"female","18-29","black","high school graduate","WA","P","W","moderate","democrat","did not vote in 2008",1,0,0,0.5875
"female","18-29","white","some college","VA","SA","S","conservative","independent/other","other",0,1,0,0.5318
"male","45-64","white","high school graduate","WA","P","W","liberal","independent/other","democrat",1,0,0,0.5875
"female","18-29","other","high school graduate","KY","ESC","S","liberal","democrat","did not vote in 2008",1,0,0,0.4177
"male","18-29","white","some college","NE","WNC","MW","conservative","democrat","did not vote in 2008",1,0,0,0.4239
"female","18-29","white","high school graduate","MO","WNC","MW","liberal","democrat","democrat",1,0,0,0.4993
"male","65+","black","less than high school","MI","ENC","MW","liberal","independent/other","democrat",1,0,1,0.5837
"male","30-44","white","some college","OK","WSC","S","liberal","democrat","did not vote in 2008",1,0,0,0.3435
"female","18-29","white","some college","OR","P","W","moderate","independent/other","democrat",1,0,0,0.5841
"male","18-29","white","less than high school","ID","M","W","moderate","independent/other","republican",0,1,0,0.3698
"female","18-29","white","college graduate","AZ","M","W","conservative","democrat","democrat",1,0,0,0.4569
"male","30-44","other","less than high school","UT","M","W","moderate","independent/other","other",0,0,1,0.3547
"male","18-29","other","less than high school","MI","ENC","MW","liberal","republican","democrat",1,0,0,0.5837
"male","18-29","hispanic","high school graduate","CA","P","W","moderate","republican","republican",0,1,0,0.6228
"male","18-29","other","high school graduate","WA","P","W","conservative","independent/other","democrat",1,0,0,0.5875
"male","18-29","white","college graduate","AZ","M","W","liberal","republican","republican",0,1,0,0.4569
"male","30-44","other","some college","WI","ENC","MW","moderate","independent/other","other",0,1,0,0.5706
"male","18-29","white","less than high school","DC","MA","S","moderate","republican","did not vote in 2008",0,2,1,0.934
"male","30-44","white","less than high school","TX","WSC","S","conservative","democrat","did not vote in 2008",1,0,0,0.4406
"male","18-29","hispanic","some college","NJ","MA","NE","moderate","independent/other","other",0,0,1,0.5786
"male","18-29","white","less than high school","WV","SA","S","moderate","independent/other","republican",0,1,0,0.4333
"male","18-29","other","some college","MT","M","W","moderate","independent/other","democrat",1,0,0,0.4877
"male","30-44","hispanic","some college","OH","ENC","MW","moderate","independent/other","democrat",1,0,0,0.5233
"female","30-44","black","less than high school","NY","MA","NE","liberal","democrat","did not vote in 2008",1,0,0,0.6358
"male","18-29","other","college graduate","MI","ENC","MW","conservative","republican","republican",0,1,0,0.5837
"male","30-44","white","less than high school","MA","NE","NE","liberal","republican","republican",0,1,0,0.632
"female","45-64","white","high school graduate","NC","SA","S","liberal","independent/other","republican",0,1,0,0.5017
"male","18-29","other","some college","FL","SA","S","conservative","democrat","democrat",1,0,0,0.5142
"male","45-64","white","some college","NY","MA","NE","moderate","democrat","did not vote in 2008",1,0,0,0.6358
"male","18-29","black","college graduate","NJ","MA","NE","moderate","independent/other","democrat",1,0,0,0.5786
"male","30-44","black","high school graduate","IN","ENC","MW","liberal","democrat","democrat",1,0,0,0.5052
"male","18-29","hispanic","less than high school","DC","MA","S","moderate","independent/other","did not vote in 2008",1,1,0,0.934
"male","30-44","black","some college","MI","ENC","MW","conservative","democrat","democrat",1,0,0,0.5837
"male","30-44","white","less than high school","MA","NE","NE","conservative","independent/other","did not vote in 2008",1,0,0,0.632
"male","45-64","white","high school graduate","GA","SA","S","moderate","independent/other","republican",0,1,0,0.4737
"male","30-44","other","some college","NY","MA","NE","moderate","republican","republican",0,1,0,0.6358
"male","30-44","white","college graduate","PA","MA","NE","moderate","democrat","republican",1,0,0,0.5523
"male","30-44","white","college graduate","TN","ESC","S","liberal","independent/other","republican",0,1,0,0.4237
"male","18-29","black","less than high school","DC","MA","S","liberal","democrat","democrat",1,0,0,0.934
"female","18-29","hispanic","high school graduate","FL","SA","S","moderate","independent/other","democrat",1,0,0,0.5142
"male","18-29","black","high school graduate","LA","WSC","S","conservative","democrat","did not vote in 2008",1,0,0,0.4054
"male","18-29","other","high school graduate","TN","ESC","S","moderate","independent/other","democrat",1,0,0,0.4237
"male","18-29","white","less than high school","IN","ENC","MW","conservative","independent/other","democrat",0,1,0,0.5052
"male","18-29","white","some college","DC","MA","S","moderate","republican","did not vote in 2008",0,1,0,0.934
"male","30-44","black","high school graduate","VA","SA","S","liberal","democrat","democrat",1,0,0,0.5318
"male","65+","white","less than high school","GA","SA","S","liberal","democrat","did not vote in 2008",0,1,0,0.4737
"male","18-29","white","less than high school","VT","NE","NE","liberal","democrat","democrat",1,0,0,0.689
"male","18-29","white","high school graduate","AZ","M","W","moderate","independent/other","other",0,1,0,0.4569
"female","18-29","white","some college","NC","SA","S","moderate","democrat","democrat",1,0,0,0.5017
"male","30-44","white","some college","OH","ENC","MW","conservative","democrat","republican",0,1,0,0.5233
"female","18-29","other","high school graduate","IL","ENC","MW","moderate","independent/other","did not vote in 2008",1,0,0,0.6273
"male","30-44","white","college graduate","MO","WNC","MW","moderate","democrat","did not vote in 2008",0,1,0,0.4993
"male","65+","black","high school graduate","PA","MA","NE","moderate","democrat","democrat",1,0,0,0.5523
"male","65+","other","less than high school","VA","SA","S","moderate","independent/other","democrat",1,0,0,0.5318
"male","45-64","white","less than high school","NE","WNC","MW","conservative","democrat","democrat",1,0,0,0.4239
"female","18-29","white","some college","ND","WNC","MW","moderate","independent/other","did not vote in 2008",0,0,1,0.4557
"female","30-44","white","less than high school","TX","WSC","S","conservative","republican","republican",0,1,0,0.4406
"male","30-44","white","college graduate","NE","WNC","MW","moderate","democrat","democrat",1,0,0,0.4239
"male","30-44","white","college graduate","SD","WNC","MW","moderate","republican","democrat",0,1,0,0.457
"male","18-29","black","high school graduate","NJ","MA","NE","liberal","democrat","democrat",1,0,0,0.5786
"male","30-44","other","high school graduate","CA","P","W","moderate","democrat","did not vote in 2008",0,0,1,0.6228
"male","45-64","black","college graduate","CA","P","W","conservative","independent/other","democrat",1,0,0,0.6228
"male","45-64","other","some college","NC","SA","S","moderate","democrat","democrat",1,0,0,0.5017
"male","30-44","white","less than high school","AK","P","W","liberal","democrat","democrat",1,0,0,0.3894
"male","45-64","white","less than high school","NM","M","W","conservative","republican","democrat",1,0,0,0.5766
"male","18-29","white","less than high school","LA","WSC","S","moderate","independent/other","did not vote in 2008",0,1,2,0.4054
"male","18-29","white","less than high school","NC","SA","S","liberal","republican","republican",0,1,0,0.5017
"male","18-29","other","high school graduate","CT","NE","NE","moderate","democrat","democrat",1,0,0,0.6132
